PATH,NODE,ACCESS,BUILT-IN-TYPE,DERIVED-TYPE,AUGMENT,CONSTRAINTS,NOTES
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/ipv4/config/dscp,,not-supported,,,,,Not-supported deviation.
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/ipv4/config/dscp-set,leaf-list,read+write,uint8,oc-inet:dscp,,,
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/ipv4/config/hop-limit,,not-supported,,,,,Not-supported deviation.
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/ipv4/config/length,,not-supported,,,,,Not-supported deviation.
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/ipv4/config/protocol,leaf,read+write,union,oc-pkt-match-types:ip-protocol-type,,,
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/ipv4/config/source-address,leaf,read+write,string,oc-inet:ipv4-prefix,,,
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/ipv4/config/source-address-prefix-set,,not-supported,,,,,Not-supported deviation.
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/ipv4/state/destination-address,,not-supported,,,,,Not-supported deviation.
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/ipv4/state/destination-address-prefix-set,,not-supported,,,,,Not-supported deviation.
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/ipv4/state/dscp,,not-supported,,,,,Not-supported deviation.
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/ipv4/state/dscp-set,leaf-list,read,uint8,oc-inet:dscp,,,
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/ipv4/state/hop-limit,,not-supported,,,,,Not-supported deviation.
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/ipv4/state/length,,not-supported,,,,,Not-supported deviation.
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/ipv4/state/protocol,leaf,read,union,oc-pkt-match-types:ip-protocol-type,,,
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/ipv4/state/source-address,leaf,read,string,oc-inet:ipv4-prefix,,,
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/ipv4/state/source-address-prefix-set,,not-supported,,,,,Not-supported deviation.
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/ipv6/icmpv6,,not-supported,,,,,Not-supported deviation.
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/ipv6/config/destination-address,,not-supported,,,,,Not-supported deviation.
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/ipv6/config/destination-address-prefix-set,,not-supported,,,,,Not-supported deviation.
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/ipv6/config/destination-flow-label,,not-supported,,,,,Not-supported deviation.
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/ipv6/config/dscp,,not-supported,,,,,Not-supported deviation.
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/ipv6/config/dscp-set,leaf-list,read+write,uint8,oc-inet:dscp,,,
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/ipv6/config/hop-limit,,not-supported,,,,,Not-supported deviation.
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/ipv6/config/length,,not-supported,,,,,Not-supported deviation.
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/ipv6/config/protocol,,not-supported,,,,,Not-supported deviation.
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/ipv6/config/source-address,leaf,read+write,string,oc-inet:ipv6-prefix,,,
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/ipv6/config/source-address-prefix-set,,not-supported,,,,,Not-supported deviation.
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/ipv6/config/source-flow-label,,not-supported,,,,,Not-supported deviation.
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/ipv6/state/destination-address,,not-supported,,,,,Not-supported deviation.
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/ipv6/state/destination-address-prefix-set,,not-supported,,,,,Not-supported deviation.
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/ipv6/state/destination-flow-label,,not-supported,,,,,Not-supported deviation.
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/ipv6/state/dscp,,not-supported,,,,,Not-supported deviation.
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/ipv6/state/dscp-set,leaf-list,read,uint8,oc-inet:dscp,,,
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/ipv6/state/hop-limit,,not-supported,,,,,Not-supported deviation.
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/ipv6/state/length,,not-supported,,,,,Not-supported deviation.
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/ipv6/state/protocol,,not-supported,,,,,Not-supported deviation.
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/ipv6/state/source-address,leaf,read,string,oc-inet:ipv6-prefix,,,
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/ipv6/state/source-address-prefix-set,,not-supported,,,,,Not-supported deviation.
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/ipv6/state/source-flow-label,,not-supported,,,,,Not-supported deviation.
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/srte/config,container,,,,augmented,,Add explicit null label into PF SRTE configuration.
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/srte/state,container,,,,augmented,,Add explicit null label into PF SRTE state.
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/srte/config/explicit-null-label,leaf,read+write,enumeration,arista-srte-augments:explicit-null-label-type,augmented,,"Type of explicit null label that is being pushed on an unlabeled IP packet. If unspecified, the behaviour of the system is undefined, and is subject to local implementation choice."
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/srte/config/mpls-bsid,leaf,read+write,union,oc-mplst:mpls-label,,,
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/srte/config/srte-color,leaf,read+write,uint32,,,,
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/srte/config/srte-endpoint,leaf,read+write,union,oc-inet:ip-address,,,
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/srte/config/srte-preference,leaf,read+write,uint32,,,,
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/srte/state/explicit-null-label,leaf,read,enumeration,arista-srte-augments:explicit-null-label-type,augmented,,"Type of explicit null label that is being pushed on an unlabeled IP packet. If unspecified, the behaviour of the system is undefined, and is subject to local implementation choice."
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/srte/state/mpls-bsid,leaf,read,union,oc-mplst:mpls-label,,,
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/srte/state/srte-color,leaf,read,uint32,,,,
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/srte/state/srte-endpoint,leaf,read,union,oc-inet:ip-address,,,
network-instances/network-instance/policy-forwarding/policies/policy/rules/rule/srte/state/srte-preference,leaf,read,uint32,,,,
network-instances/network-instance/policy-forwarding/policies/policy/segment-list-counters/segment-list-counter/index,leafref,read,uint64,,,,
network-instances/network-instance/policy-forwarding/policies/policy/segment-list-counters/segment-list-counter/state/index,leaf,read,uint64,,,,
network-instances/network-instance/policy-forwarding/policies/policy/segment-list-counters/segment-list-counter/state/out-octets,leaf,read,uint64,oc-yang:counter64,,,
network-instances/network-instance/policy-forwarding/policies/policy/segment-list-counters/segment-list-counter/state/out-pkts,leaf,read,uint64,oc-yang:counter64,,,
network-instances/network-instance/policy-forwarding/policies/policy/segment-list-counters/segment-list-counter/sids/sid/index,leafref,read,uint64,,,,
network-instances/network-instance/policy-forwarding/policies/policy/segment-list-counters/segment-list-counter/sids/sid/state/index,leaf,read,uint64,,,,
network-instances/network-instance/policy-forwarding/policies/policy/segment-list-counters/segment-list-counter/sids/sid/state/value,leaf,read,union,oc-srt:sr-sid-type,,,
network-instances/network-instance/programming-errors/ip-routes/config/enabled,leaf,read+write,boolean,,,,gNMI-only access
network-instances/network-instance/programming-errors/ip-routes/state/enabled,leaf,read,boolean,,,,gNMI-only access
network-instances/network-instance/programming-errors/ip-routes/state/total-errors,leaf,read,uint64,openconfig-yang-types:counter64,,,gNMI-only access
network-instances/network-instance/programming-errors/ip-routes/drop-routes/drop/prefix,leaf,read,string,,,,gNMI-only access
network-instances/network-instance/programming-errors/ip-routes/drop-routes/drop/state/dest-component,,not-supported,,,,,Not-supported deviation.
network-instances/network-instance/programming-errors/ip-routes/drop-routes/drop/state/prefix,leaf,read,union,openconfig-inet-types:ip-prefix,,,gNMI-only access
network-instances/network-instance/programming-errors/ip-routes/drop-routes/drop/state/time,leaf,read,uint64,openconfig-types:timeticks64,,,gNMI-only access
network-instances/network-instance/programming-errors/ip-routes/failed-routes/failed/prefix,leaf,read,string,,,,gNMI-only access
network-instances/network-instance/programming-errors/ip-routes/failed-routes/failed/state/dest-component,,not-supported,,,,,Not-supported deviation.
network-instances/network-instance/programming-errors/ip-routes/failed-routes/failed/state/prefix,leaf,read,union,openconfig-inet-types:ip-prefix,,,gNMI-only access
network-instances/network-instance/programming-errors/ip-routes/failed-routes/failed/state/time,leaf,read,uint64,openconfig-types:timeticks64,,,gNMI-only access
network-instances/network-instance/programming-errors/ip-routes/stale-routes/stale/prefix,leaf,read,string,,,,gNMI-only access
network-instances/network-instance/programming-errors/ip-routes/stale-routes/stale/state/dest-component,,not-supported,,,,,Not-supported deviation.
network-instances/network-instance/programming-errors/ip-routes/stale-routes/stale/state/prefix,leaf,read,union,openconfig-inet-types:ip-prefix,,,gNMI-only access
network-instances/network-instance/programming-errors/ip-routes/stale-routes/stale/state/time,leaf,read,uint64,openconfig-types:timeticks64,,,gNMI-only access
network-instances/network-instance/protocols/protocol,list,,,,augmented,,Add BFD operational state parameters.
network-instances/network-instance/protocols/protocol/bfd,container,,,,augmented,,Operational state parameters for BFD sessions.
network-instances/network-instance/protocols/protocol/identifier,leafref,read+write,identityref,,,,
network-instances/network-instance/protocols/protocol/igmp,,not-supported,,,,,Not-supported deviation.
network-instances/network-instance/protocols/protocol/local-aggregates,,not-supported,,,,,Not-supported deviation.
network-instances/network-instance/protocols/protocol/name,leafref,read+write,string,,,,
network-instances/network-instance/protocols/protocol/ospfv3,,not-supported,,,,,Not-supported deviation.
network-instances/network-instance/protocols/protocol/pcep,,not-supported,,,,,Not-supported deviation.
network-instances/network-instance/protocols/protocol/config/default-metric,,not-supported,,,,,configuring default-metric is not supported by EOS
network-instances/network-instance/protocols/protocol/config/enabled,leaf,read+write,boolean,,,,
network-instances/network-instance/protocols/protocol/config/identifier,leaf,read+write,identityref,,,,
